Store,Dept,mean,sum
11,49,8122.6477622377615,1161538.63
11,50,19.75,79.0
11,51,14.503333333333334,435.1
11,52,2558.425804195804,365854.89
11,54,243.77647482014387,33884.93
11,55,12609.361258741259,1803138.66
11,56,3346.9165734265734,478609.07
11,58,3298.4962937062937,471684.97
11,59,1057.4063636363635,151209.11
11,60,187.70714285714286,15767.4
11,67,10119.990979020979,1447158.71
11,71,9661.256013986014,1381559.61
11,72,72246.88888111888,10331305.11
11,74,23297.207762237762,3331500.71
11,77,339.424,1697.12
11,78,10.833333333333334,65.0
11,79,31344.327972027975,4482238.9
11,80,13446.621538461537,1922866.88
11,81,12944.031468531468,1850996.5
11,82,22978.825454545455,3285972.04
11,83,3327.5896503496506,475845.32
11,85,1925.0432167832166,275281.18
11,87,14801.95202797203,2116679.14
11,90,48995.984195804194,7006425.74
11,91,42030.3706993007,6010343.01
11,92,77392.74160839162,11067162.05
11,93,32623.853706293707,4665211.08
11,94,37474.038531468526,5358787.51
11,95,77487.2790909091,11080680.91
11,96,21685.29881118881,3100997.73
11,97,16596.197552447553,2373256.25
11,98,9570.35146853147,1368560.26
11,99,520.938125,25005.03
12,1,17330.08762237762,2478202.53
12,2,74494.84622377623,10652763.01
12,3,17535.25167832168,2507540.99
12,4,26673.78818181818,3814351.71
12,5,27756.204615384617,3969137.2600000002
12,6,6741.174895104895,963988.01
12,7,34242.44916083916,4896670.23
12,8,42229.66503496503,6038842.1
12,9,19553.03048951049,2796083.36
12,10,17975.211118881118,2570455.19
12,11,17789.77699300699,2543938.11
12,12,4878.27965034965,697593.99
12,13,46974.984965034964,6717422.85
12,14,19719.23965034965,2819851.27
12,16,7579.577552447553,1083879.59
12,17,11666.80916083916,1668353.71
12,18,9893.141315789475,1127818.11
12,19,2949.156083916084,421729.32
12,20,6558.721328671329,937897.15
12,21,4225.581188811188,604258.11
12,22,10085.826153846154,1442273.14
12,23,38809.980769230766,5549827.25
12,24,11182.713076923077,1599127.97
12,25,20129.94979020979,2878582.82
12,26,13748.23,1965996.89
12,27,2017.1763636363635,288456.22
12,28,880.1588811188811,125862.72
12,29,6973.458391608392,997204.55
12,30,5950.70013986014,850950.12
12,31,3510.6525874125873,502023.32
12,32,9506.941888111887,1359492.69
12,33,10888.284195804195,1557024.64
12,34,23284.51090909091,3329685.06
12,35,2952.662307692308,422230.71
12,36,2468.5036363636364,352996.02
12,38,51935.88314685315,7426831.29
12,40,48414.82167832168,6923319.5
12,41,770.4512587412587,110174.53
12,42,5995.964685314685,857422.95
12,44,6753.6625874125875,965773.75
12,45,27.718170731707314,2272.89
12,46,32805.734195804194,4691219.99
12,47,-43.89909090909091,-965.78
12,49,26.183157894736844,1492.44
12,51,13.154,131.54
12,52,3806.9972027972026,544400.6
12,54,129.7179411764706,17641.64
12,55,14179.372727272728,2027650.3
12,56,1000.4153146853146,143059.38999999998
12,58,2580.6601459854014,353550.44
12,59,1250.0244755244755,178753.5
12,60,419.50209790209794,59988.8
12,67,6223.47020979021,889956.24
12,71,7628.997132867134,1090946.59
12,72,60536.22223776223,8656679.78
12,74,17777.107482517484,2542126.37
12,77,217.88,1307.28
12,78,8.090909090909092,89.0
12,79,43270.33762237762,6187658.28
12,80,56.4754609929078,7963.04
12,81,7305.6124475524475,1044702.58
12,82,15254.526993006992,2181397.36
12,83,208.08601398601397,29756.3
12,85,2284.13979020979,326631.99
12,87,11452.455664335665,1637701.16
12,90,11060.175454545455,1581605.09
12,91,6779.841468531468,969517.33
12,92,24682.599160839163,3529611.68
12,93,562.8972027972028,80494.3
12,94,355.264,37302.72
12,95,43405.85335664336,6207037.03
12,96,6.4411764705882355,109.5
12,97,2394.8947552447553,342469.95
12,98,747.6098601398602,106908.21
12,99,29.88,29.88
13,1,47020.45545454545,6723925.13
13,2,76339.95999999999,10916614.28
13,3,26116.623706293707,3734677.19
13,4,42563.27545454545,6086548.39
13,5,56786.93475524476,8120531.67
13,6,7886.826993006993,1127816.26
13,7,59896.738601398596,8565233.62
13,8,36238.867972027976,5182158.12
13,9,41236.445174825174,5896811.66
13,10,29431.879230769235,4208758.73
13,11,21280.78979020979,3043152.94
13,12,7926.647482517483,1133510.59
13,13,47698.818181818184,6820931.0
13,14,26378.644195804198,3772146.12
13,16,22255.4820979021,3182533.94
13,17,17713.297902097904,2533001.6
13,18,17013.65641025641,1990597.8
13,19,3979.954055944056,569133.43
13,20,8781.979230769231,1255823.03
13,21,9117.091258741259,1303744.05
13,22,16476.987692307695,2356209.24
13,23,30216.25874125874,4320925.0
13,24,10426.793076923077,1491031.41
13,25,15181.84013986014,2171003.14
13,26,12958.888391608392,1853121.04
13,27,2685.00013986014,383955.02
13,28,1410.3867132867133,201685.3
13,29,6152.025944055944,879739.71
13,30,4520.36055944056,646411.56
13,31,3977.7390909090905,568816.69
13,32,10234.196643356643,1463490.1199999999
13,33,10897.80006993007,1558385.41
13,34,19201.303636363635,2745786.42
13,35,3660.573986013986,523462.08
13,36,2464.866713286713,352475.94
13,37,3510.937272727273,502064.03
13,38,83485.8958041958,11938483.1
13,40,77752.30671328671,11118579.86
13,41,2757.62958041958,394341.02999999997
13,42,8015.876363636364,1146270.32
13,43,1.07,1.07
13,44,10270.138111888113,1468629.75
13,45,22.433516483516485,2041.45
13,46,41422.69055944056,5923444.75
13,47,221.294,2212.94
13,48,1321.4335251798561,183679.26
13,49,9206.92944055944,1316590.91
13,50,2175.7954545454545,311138.75
13,51,21.39894736842105,1219.74
13,52,4579.38027972028,654851.38
13,54,114.98285714285714,16097.6
13,55,20055.629999999997,2867955.09
13,56,6751.401468531469,965450.41
13,58,7501.69125874126,1072741.85
13,59,1327.8363636363638,189880.6
13,60,950.9734265734267,135989.2
13,67,16219.265594405595,2319354.98
13,71,9723.25020979021,1390424.78
13,72,77119.18944055944,11028044.09
13,74,29780.093496503498,4258553.37
13,77,1272.0,1272.0
13,78,11.35,90.8
13,79,53337.985174825175,7627331.88
13,80,18874.443636363638,2699045.44
13,81,33276.243216783216,4758502.78
13,82,32619.534055944056,4664593.37
13,83,5037.178251748252,720316.49
13,85,4806.598951048951,687343.65
13,87,15365.753356643356,2197302.73
13,90,115592.10804195804,16529671.45
13,91,81272.99097902098,11622037.709999999
13,92,162034.0993006993,23170876.2
13,93,50024.9372027972,7153566.02
13,94,75522.8744055944,10799771.04
13,95,136844.83405594405,19568811.27
13,96,9165.07993006993,1310606.43
13,97,27556.75923076923,3940616.57
13,98,14980.825384615384,2142258.03
13,99,732.6046511627907,31502.0
14,1,30611.78335664336,4377485.0200000005
14,2,77704.85797202797,11111794.69
14,3,19418.273986013988,2776813.18
14,4,52936.32328671329,7569894.23
14,5,33468.32503496503,4785970.4799999995
14,6,7016.82979020979,1003406.66
14,7,53256.150279720285,7615629.49
14,8,53425.35986013986,7639826.46
14,9,22025.603496503496,3149661.3
14,10,20165.667132867133,2883690.4
14,11,20359.693076923075,2911436.11
14,12,5467.9193006993,781912.46
14,13,60009.83370629371,8581406.22
14,14,24775.07797202797,3542836.15
14,16,29647.14013986014,4239541.04
14,17,23075.393916083918,3299781.33
14,18,14279.86368852459,1742143.37
14,19,1041.9577622377622,148999.96
14,20,11375.547132867132,1626703.24
14,21,8697.367412587413,1243723.54
14,22,18677.51307692308,2670884.37
14,23,35968.2506993007,5143459.85
14,24,9186.777342657342,1313709.16
14,25,14231.12853146853,2035051.38
14,26,12048.150699300699,1722885.55
14,27,2564.0113286713286,366653.62
14,28,1223.8126573426573,175005.21
14,29,9880.402307692308,1412897.53
14,30,6691.436433566434,956875.41
14,31,3804.0863636363633,543984.35
14,32,12817.232867132867,1832864.3
14,33,9513.732027972028,1360463.68
14,34,24504.491538461538,3504142.29
14,35,4034.9920279720277,577003.86
14,36,3415.6436363636362,488437.04
14,38,103360.02734265734,14780483.91
14,40,72356.46104895105,10346973.93
14,41,4054.56986013986,579803.49
14,42,7869.01034965035,1125268.48
14,43,0.25,0.25
14,44,5377.1242657342655,768928.77
14,45,11.741176470588234,199.6
14,46,32701.435594405593,4676305.29
14,47,-7.777916666666666,-186.67
14,49,11864.542657342658,1696629.6
14,50,2186.9216783216784,312729.8
14,51,34.00833333333333,3264.8
14,52,2370.137202797203,338929.62
14,54,148.6854887218045,19775.17
14,55,15850.217832167831,2266581.15
14,56,5950.53993006993,850927.21
14,58,8157.243916083915,1166485.88
14,59,1368.092867132867,195637.28
14,60,371.4053146853147,53110.96
14,67,14631.92013986014,2092364.58
14,71,9795.648461538462,1400777.73
14,72,94140.83286713286,13462139.1
14,74,25990.076923076922,3716581.0
14,77,248.25,993.0
14,78,5.98,35.88
14,79,37782.09083916084,5402838.99
14,80,35638.00020979021,5096234.03
14,81,40388.74888111888,5775591.09
14,82,26844.946503496503,3838827.35
14,83,10933.487902097902,1563488.77
14,85,2385.044335664336,341061.34
14,87,17387.930699300698,2486474.09
14,90,107174.74398601399,15325988.39
14,91,91406.43461538461,13071120.15
14,92,182527.95601398603,26101497.71
14,93,62088.62293706294,8878673.08
14,94,64541.16566433566,9229386.69
14,95,144446.93251748252,20655911.35
14,96,5.193846153846153,67.52
14,97,25684.497762237763,3672883.18
14,98,17768.013706293706,2540825.96
14,99,635.5560465116279,27328.91
15,1,13845.747832167832,1979941.94
15,2,26317.41076923077,3763389.74
15,3,10470.811958041959,1497326.11
15,4,13082.172447552446,1870750.66
15,5,16465.706993006992,2354596.1
15,6,4244.143776223776,606912.5599999999
15,7,22267.22006993007,3184212.47
15,8,20416.96727272727,2919626.32
15,9,15954.692937062937,2281521.09
15,10,11524.856293706292,1648054.45
15,11,14041.217832167831,2007894.15
15,12,3658.448111888112,523158.08
15,13,18879.25034965035,2699732.8
15,14,12785.902867132867,1828384.11
15,16,14527.97944055944,2077501.06
15,17,11225.805174825175,1605290.14
15,18,6269.619545454546,689658.15
15,19,1117.3504895104895,159781.12
15,20,4452.4345454545455,636698.14
15,21,3068.5462937062935,438802.12
15,22,8515.664685314685,1217740.05
15,23,21542.936363636363,3080639.9
15,24,4822.264615384615,689583.84
15,25,8952.884335664336,1280262.46
15,26,4955.726223776223,708668.85
15,27,1561.3046153846153,223266.56
15,28,695.4651048951049,99451.51
15,29,4687.4109790209795,670299.77
15,30,3397.482097902098,485839.94
15,31,2359.40993006993,337395.62
15,32,5126.108951048951,733033.58
15,33,4277.763986013986,611720.25
15,34,13800.84909090909,1973521.42
15,35,2622.7695804195805,375056.05
15,36,1383.587902097902,197853.07
15,37,-2.5,-2.5
15,38,52572.17944055944,7517821.66
15,40,30755.28769230769,4398006.14
15,41,1183.8807692307694,169294.95
15,42,3544.9918181818184,506933.83
15,43,3.0,6.0
15,44,3378.7346853146855,483159.06
15,45,11.861600000000001,296.54
15,46,12364.400699300699,1768109.3
15,47,22.9,343.5
15,48,126.98,253.96
15,49,9656.48013986014,1380876.66
15,50,2262.1727972027975,323490.71
15,51,10.023928571428572,280.67
15,52,1561.243076923077,223257.76
15,54,53.92260869565218,6201.1
15,55,6675.751468531468,954632.46
15,56,3684.0358041958043,526817.12
15,58,865.858407079646,97842.0
15,59,332.59615384615387,47561.25
15,60,111.42626262626263,11031.2
15,67,6214.881468531469,888728.05
15,71,4327.138811188811,618780.85
15,72,41946.93692307692,5998411.9799999995
15,74,13953.432937062937,1995340.91
15,77,236.10833333333335,1416.65
15,78,3.090909090909091,34.0
15,79,8385.031258741259,1199059.47
15,80,44.16179856115108,6138.49
15,81,4409.563426573426,630567.57
15,82,10606.899230769232,1516786.59
15,83,360.1630769230769,51503.32
15,85,3235.168181818182,462629.05
15,87,9142.630419580419,1307396.15
15,90,5345.240419580419,764369.38
15,91,3414.740909090909,488307.95
15,92,18262.376853146856,2611519.89
15,93,422.8782517482517,60471.59
15,94,272.90625,26199.0
15,95,27291.017132867135,3902615.45
15,96,2784.158881118881,398134.72
15,97,2071.211888111888,296183.3
15,98,273.5048837209302,35282.13
15,99,29.88,29.88
16,1,11352.479370629371,1623404.55
16,2,23549.144965034964,3367527.73
16,3,7635.427272727274,1091866.1
16,4,14748.078111888111,2108975.17
16,5,13494.538671328672,1929719.03
16,6,5146.03895104895,735883.57
16,7,11544.310139860141,1650836.35
16,8,14676.778321678321,2098779.3
16,9,28990.377342657343,4145623.96
16,10,12681.776643356643,1813494.06
16,11,12037.149090909092,1721312.32
16,12,4149.637972027972,593398.23
16,13,15070.387272727272,2155065.38
16,14,8656.873216783217,1237932.87
16,16,9811.74195804196,1403079.1
16,17,7202.8306993007,1030004.79
16,18,3521.8804123711343,341622.4
16,19,994.9262237762239,142274.45
16,20,3328.785104895105,476016.27
16,21,3618.622377622378,517463.0
16,22,6302.361048951049,901237.63
16,23,11264.88937062937,1610879.18
16,24,2244.0655944055943,320901.38
16,25,4963.603776223776,709795.34
16,26,2004.945104895105,286707.15
16,27,758.2281118881118,108426.62
16,28,287.46657342657346,41107.72
16,29,1634.6602797202797,233756.42
16,30,1330.0030769230768,190190.44
16,31,1164.3668531468531,166504.46
16,32,4561.4392307692315,652285.81
16,33,2188.83986013986,313004.1
16,34,4906.217692307692,701589.13
16,35,593.8198601398602,84916.24
16,36,1824.4811188811188,260900.8
16,38,52078.70090909091,7447254.23
16,40,31687.43265734266,4531302.87
16,41,1542.9869230769232,220647.13
16,42,3694.4544055944057,528306.98
16,44,3922.6970629370635,560945.68
16,45,18.17727272727273,1199.7
16,46,14231.886293706293,2035159.74
16,47,-57.72666666666666,-1039.08
16,48,647.275,25891.0
16,49,54.71966666666666,3283.18
16,51,34.23282051282051,2670.16
16,52,1644.2844055944056,235132.67
16,54,69.33504132231405,8389.54
16,55,7090.456153846154,1013935.23
16,56,6037.615422535211,857341.39
16,58,638.6818181818181,14051.0
16,59,104.5480341880342,12232.12
16,60,114.59055555555557,12375.78
16,67,3431.07006993007,490643.02
16,71,2223.935944055944,318022.84
16,72,31998.78454545455,4575826.19
16,74,9806.358601398602,1402309.28
16,77,238.5,477.0
16,78,0.0,0.0
16,79,5529.899790209791,790775.67
16,80,309.7843846153846,40271.97
16,81,3822.6206293706296,546634.75
16,82,9439.101328671328,1349791.49
16,83,258.7421052631579,14748.3
16,85,2679.624895104895,383186.36
16,87,9171.064545454545,1311462.23
16,90,6922.744685314685,989952.49
16,91,3331.204965034965,476362.31
16,92,20446.967832167833,2923916.4
16,93,997.0322807017543,56830.84
16,94,673.2809278350516,65308.25
16,95,27385.76923076923,3916165.0
16,96,126.93412587412588,18151.58
16,97,2116.6969930069927,302687.67
16,98,42.61857142857143,3281.63
16,99,59.76,59.76
17,1,22801.60916083916,3260630.11
17,2,42231.844405594406,6039153.75
17,3,19278.955034965034,2756890.57
17,4,23961.357272727273,3426474.09
17,5,27082.325594405596,3872772.56
17,6,5944.435244755245,850054.24
17,7,19474.77055944056,2784892.19
17,8,20110.27083916084,2875768.73
17,9,27293.658041958042,3902993.1
17,10,14165.0,2025595.0
17,11,14527.29048951049,2077402.54
17,12,7534.953916083916,1077498.41
17,13,24648.89643356643,3524792.19
17,14,14118.147412587414,2018895.08
17,16,11246.852657342657,1608299.93
17,17,10386.823006993007,1485315.69
17,18,8111.5075,746258.69
17,19,4495.581048951049,642868.09
17,20,4475.987482517482,640066.21
17,21,4130.295524475525,590632.26
17,22,7668.8867132867135,1096650.8
17,23,13680.794055944056,1956353.55
17,24,4975.966223776224,711563.17
17,25,5370.106293706293,767925.2
17,26,7752.311748251749,1108580.58
17,27,1373.4304195804195,196400.55
17,28,1290.9355944055944,184603.79
17,29,2649.323146853147,378853.21
17,30,2276.462097902098,325534.08
17,31,1923.034265734266,274993.9
17,32,5776.951958041958,826104.13
17,33,5108.334125874126,730491.78
17,34,9295.045174825174,1329191.46
17,35,1541.4223776223776,220423.4
17,36,1878.117902097902,268570.86
17,38,77339.77643356643,11059588.03
17,40,47372.023006993004,6774199.29
17,41,30.56984251968504,3882.37
17,42,3974.562377622378,568362.42
17,44,7535.0325874125865,1077509.66
17,45,21.294095238095238,2235.88
17,46,26006.988601398603,3718999.37
17,47,15.608571428571427,109.25999999999999
17,48,1294.4752482269505,182521.01
17,49,38.22345679012346,3096.1
17,51,18.565,779.73
17,52,3552.823216783217,508053.72000000003
17,54,66.39932330827068,8831.11
17,55,10572.84951048951,1511917.48
17,56,4245.378671328672,607089.15
17,58,1486.4786428571429,208107.01
17,59,638.8553846153847,91356.32
17,60,371.3076923076923,53097.0
17,67,7757.146223776223,1109271.91
17,71,3465.274965034965,495534.32
17,72,52591.132027972024,7520531.88
17,74,15300.776993006992,2188011.11
17,77,238.5,954.0
17,78,2.6057142857142854,18.24
17,79,27208.437622377623,3890806.58
17,80,798.6767132867133,114210.77
17,81,12839.772867132868,1836087.52
17,82,17173.994685314687,2455881.24
17,83,498.3997902097902,71271.17
17,85,4209.212237762237,601917.35
17,87,12189.03797202797,1743032.43
17,90,31293.306223776224,4474942.79
17,91,12033.678951048953,1720816.09
17,92,53043.34874125874,7585198.87
17,93,3646.955664335664,521514.66
17,94,855.7822727272727,75308.84
17,95,50614.95846153846,7237939.06
17,96,819.4164583333333,39331.99
17,97,7798.283426573426,1115154.53
17,98,169.37912,21172.39
17,99,2.29,2.29
18,1,21988.356223776223,3144334.94
18,2,63665.139510489505,9104114.95
18,3,16392.98048951049,2344196.21
18,4,26775.207202797203,3828854.63
18,5,22933.954965034965,3279555.56
18,6,5664.913076923077,810082.57
18,7,33152.3472027972,4740785.65
18,8,32036.5820979021,4581231.24
18,9,18589.37125874126,2658280.09
18,10,16754.599860139857,2395907.78
18,11,21485.875734265734,3072480.23
18,12,3865.5369230769234,552771.78
18,13,42342.91391608392,6055036.69
18,14,21977.35251748252,3142761.41
18,16,16067.656223776223,2297674.84
18,17,15289.54188811189,2186404.49
18,18,9246.560317460318,1165066.6
18,19,2783.2783916083918,398008.81
18,20,8409.801958041957,1202601.68
18,21,5059.748251748252,723544.0
18,22,15759.97895104895,2253676.9899999998
18,23,36048.42272727273,5154924.45
18,24,8890.141748251748,1271290.27
18,25,16470.19223776224,2355237.49
18,26,10527.132447552447,1505379.94
18,27,2741.878811188811,392088.67
18,28,1241.9954545454545,177605.35
18,29,10271.007622377623,1468754.09
18,30,6178.887762237762,883580.95
18,31,3424.756293706294,489740.15
18,32,9269.177692307692,1325492.41
18,33,8893.556643356644,1271778.6
18,34,20971.56706293706,2998934.09
18,35,3873.937272727273,553973.03
18,36,2283.0174125874123,326471.49
18,38,65312.47573426573,9339684.03
18,39,28.0,28.0
18,40,61637.689020979014,8814189.53
18,41,706.9873426573427,101099.19
18,42,6802.007902097902,972687.13
18,44,5055.879510489511,722990.77
18,45,21.186571428571426,741.53
18,46,25474.85846153846,3642904.76
18,47,20.176470588235293,343.0
18,48,10.0,10.0
18,49,10765.219650349649,1539426.41
18,50,937.8382352941177,111602.75
18,51,7.2058536585365855,295.44
18,52,2950.3684615384614,421902.69
18,54,144.46068181818183,19068.81
18,55,10265.073006993007,1467905.44
18,56,5011.655244755244,716666.7
18,58,3844.2268531468526,549724.44
18,59,992.127972027972,141874.3
18,60,163.88971962616824,17536.2
18,67,7935.269790209791,1134743.58
18,71,7599.357342657343,1086708.1
18,72,62042.98223776223,8872146.459999999
18,74,22229.816503496502,3178863.76
18,77,421.0,1263.0
18,78,5.1875,83.0
18,79,22571.55223776224,3227731.97
18,80,373.29,46287.96
18,81,12115.718601398601,1732547.76
18,82,15535.521398601399,2221579.56
18,83,1404.9475555555557,189667.92
18,85,1749.7123076923076,250208.86
18,87,18423.94986013986,2634624.83
18,90,18481.394265734263,2642839.38
18,91,14124.482517482518,2019801.0
18,92,50079.623636363634,7161386.18
18,93,2113.3001470588238,287408.82
18,94,4880.242248062015,629551.25
18,95,57668.25174825175,8246560.0
18,96,0.4813333333333334,14.440000000000001
18,97,5350.500431654676,743719.5599999999
18,98,881.1508527131783,113668.46
18,99,12.559999999999999,25.119999999999997
19,1,21504.02916083916,3075076.17
19,2,50841.072937062934,7270273.43
19,3,18414.224475524476,2633234.1
19,4,31365.545314685318,4485272.98
19,5,28759.223846153844,4112569.01
19,6,5948.962867132866,850701.69
19,7,33882.926853146855,4845258.54
19,8,42613.66293706294,6093753.8
19,9,30645.018111888112,4382237.59
19,10,27622.457762237762,3950011.46
19,11,21997.256503496505,3145607.68
19,12,6403.788601398602,915741.77
19,13,33957.896223776224,4855979.16
19,14,18478.815734265732,2642470.65
19,16,28023.60006993007,4007374.81
19,17,17137.07909090909,2450602.31
19,18,10440.354181818182,1148438.96
19,19,-5.21923076923077,-67.85000000000001
19,20,6727.757272727273,962069.29
19,21,7112.320489510489,1017061.83
19,22,12343.916083916083,1765180.0
19,23,28089.81909090909,4016844.13
19,24,5768.380979020979,824878.48
19,25,12986.697412587413,1857097.73
19,26,7878.555944055944,1126633.5
19,27,2385.669020979021,341150.67
19,28,876.8764335664335,125393.33
19,29,5822.995244755244,832688.32
19,30,4690.908321678322,670799.89
19,31,3067.292937062937,438622.89
19,32,7693.104755244755,1100113.98
19,33,6206.423006993007,887518.49
19,34,17472.37132867133,2498549.1
19,35,3434.005734265734,491062.82
19,36,1972.846853146853,282117.1
19,37,2733.6717482517483,390915.06
19,38,78019.81517482518,11156833.57
19,39,15.23111111111111,137.07999999999998
19,40,54198.52713286713,7750389.38
19,41,2876.3994405594403,411325.12
19,42,6430.056713286714,919498.11
19,44,5562.715664335664,795468.34
19,45,12.22888888888889,330.18
19,46,20351.556643356646,2910272.6
19,47,23.70958333333333,569.03
19,48,249.288,2492.88
19,49,5436.057412587413,777356.21
19,50,941.968085106383,132817.5
19,51,30.204545454545453,1329.0
19,52,1653.0834965034965,236390.94
19,54,91.63580152671756,12004.29
19,55,13923.06153846154,1990997.8
19,56,5716.974475524476,817527.35
19,58,3062.104895104895,437881.0
19,59,715.4495804195803,102309.29
19,60,532.9888111888112,76217.4
19,67,13792.077062937064,1972267.02
19,71,6318.644055944056,903566.1
19,72,72434.48636363637,10358131.55
19,74,18657.597832167834,2668036.49
19,77,548.75,2195.0
19,78,15.624615384615385,203.12
19,79,21683.665594405596,3100764.18
19,80,21870.02727272727,3127413.9
19,81,21678.774825174823,3100064.8
19,82,22816.835034965035,3262807.41
19,83,4239.971818181818,606315.97
19,85,4915.79993006993,702959.39
19,87,16986.922657342657,2429129.94
19,90,67545.40643356643,9658993.12
19,91,54692.79741258742,7821070.03
19,92,113720.21293706293,16261990.45
19,93,37087.93706293706,5303575.0
19,94,37643.786433566434,5383061.46
19,95,97240.50356643356,13905392.01
19,96,15860.814825174826,2268096.52
19,97,20370.26972027972,2912948.57
19,98,12884.229090909092,1842444.76
19,99,440.3748780487805,18055.37
20,1,40545.47321678322,5798002.67
20,2,78251.24993006993,11189928.74
20,3,15490.97125874126,2215208.89
20,4,51456.37664335665,7358261.86
20,5,41647.7865034965,5955633.47
20,6,8210.745734265734,1174136.64
20,7,49394.699230769234,7063441.99
20,8,76445.06125874126,10931643.76
20,9,38243.62391608392,5468838.22
20,10,41826.46755244755,5981184.86
20,11,25925.433916083915,3707337.05
20,12,7786.979860139861,1113538.12
20,13,56580.50426573427,8091012.11
20,14,24275.736573426573,3471430.33
20,16,27048.00888111888,3867865.27
20,17,18464.403846153848,2640409.75
20,18,13170.096,1646262.0
20,19,162.1589285714286,13621.35
20,20,6992.899720279721,999984.66
20,21,13457.564895104895,1924431.78
20,22,13931.855174825176,1992255.29
20,23,37655.15832167832,5384687.64
20,24,8309.914825174825,1188317.82
20,25,17515.605384615385,2504731.57
20,26,12804.132587412587,1830990.96
20,27,2710.69006993007,387628.68
20,28,954.6915384615386,136520.89
20,29,8946.72076923077,1279381.07
20,30,6298.868321678322,900738.17
20,31,3840.956153846154,549256.73
20,32,13728.18034965035,1963129.79
20,33,9485.906363636364,1356484.61
20,34,22106.9865034965,3161299.07
20,35,5834.6069230769235,834348.79
20,36,3393.5525174825175,485278.01
20,37,4006.388111888112,572913.5
20,38,110205.2162937063,15759345.93
20,40,86518.83748251748,12372193.76
20,41,6177.195384615384,883338.94
20,42,8970.767272727273,1282819.72
20,44,8003.207552447552,1144458.68
20,45,16.24829268292683,666.1800000000001
20,46,33583.8986013986,4802497.5
20,47,-12.619333333333334,-378.58
20,48,1496.297769230769,194518.71
20,49,21402.477272727272,3060554.25
20,50,3301.2402097902095,472077.35
20,51,14.652727272727274,161.18
20,52,3264.065104895105,466761.31
20,54,221.91347517730495,31289.8
20,55,19815.983146853145,2833685.59
20,56,5396.582097902098,771711.24
20,58,4185.081619718309,594281.59
20,59,1681.0553846153846,240390.91999999998
20,60,586.6734265734266,83894.3
20,67,17437.547622377624,2493569.31
20,71,8415.035384615385,1203350.06
20,72,91989.86321678321,13154550.44
20,74,22289.12307692308,3187344.6
20,77,350.0822222222222,3150.74
20,78,9.666666666666666,29.0
20,79,38597.25923076923,5519408.07
20,80,39870.76741258741,5701519.74
20,81,32958.593006993004,4713078.8
20,82,30421.473846153844,4350270.76
20,83,5624.9494405594405,804367.77
20,85,4993.7762937062935,714110.01
20,87,44301.724265734265,6335146.57
20,90,95858.58734265734,13707777.99
20,91,78493.19013986013,11224526.19
20,92,164633.74153846153,23542625.04
20,93,52818.583706293706,7553057.47
20,94,63148.33496503497,9030211.9
20,95,150613.9553846154,21537795.62
20,96,15.266874999999999,244.26999999999998
20,97,25836.06223776224,3694556.9
20,98,19284.377342657343,2757665.96
20,99,796.1538636363638,35030.770000000004
21,1,14950.049230769231,2137857.04
21,2,47780.599160839156,6832625.68
21,3,14607.126923076923,2088819.15
21,4,19354.728041958042,2767726.11
21,5,16090.874545454546,2300995.06
21,6,3988.6562937062936,570377.85
21,7,24456.82566433566,3497326.07
21,8,18238.05979020979,2608042.55
21,9,16387.963636363635,2343478.8
21,10,14695.978881118881,2101524.98
21,11,13006.376783216783,1859911.8800000001
21,12,2793.614125874126,399486.82
21,13,28373.730909090908,4057443.52
21,14,15897.316083916085,2273316.2
21,16,6308.213146853147,902074.48
21,17,7181.9376923076925,1027017.09
21,18,7233.38048076923,752271.57
21,19,2032.323986013986,290622.33
21,20,5405.155244755244,772937.2
21,21,3153.5005594405598,450950.58
21,22,8436.536923076923,1206424.78
21,23,36872.78671328671,5272808.5
21,24,8738.996643356644,1249676.52
21,25,18281.0193006993,2614185.76
21,26,10623.598811188811,1519174.63
21,27,1647.096923076923,235534.86
21,28,731.4383916083916,104595.69
21,29,5102.697692307693,729685.77
21,30,4638.772587412587,663344.48
21,31,3884.023076923077,555415.3
21,32,7116.295244755244,1017630.22
21,33,8190.0560139860145,1171178.01
21,34,19044.877902097902,2723417.54
21,35,2690.18951048951,384697.1
21,36,2079.5408391608394,297374.34
21,38,40298.334055944055,5762661.77
21,40,39586.80993006993,5660913.82
21,41,2570.5965734265733,367595.31
21,42,4886.625524475524,698787.45
21,44,4255.040699300699,608470.82
21,45,11.968,179.52
21,46,19187.062937062936,2743750.0
21,47,22.472105263157896,426.97
21,48,0.0,0.0
21,49,10646.975664335665,1522517.52
21,50,10.0,10.0
21,51,2.02,20.2
21,52,2755.241608391608,393999.55
21,54,127.31985507246377,17570.14
21,55,8286.281398601399,1184938.24
21,56,1511.944895104895,216208.12
21,58,1319.0004918032787,160918.06
21,59,703.785944055944,100641.39
21,60,205.7699248120301,27367.4
21,67,5126.37083916084,733071.03
21,71,5845.902027972028,835963.99
21,72,42966.006223776225,6144138.89
21,74,11570.641048951049,1654601.67
21,77,326.0,652.0
21,78,12.0,48.0
21,79,22626.552727272727,3235597.04
21,80,33.69223529411765,2863.84
21,81,5249.491608391609,750677.3
21,82,15120.754615384616,2162267.91
21,83,200.04223776223776,28606.04
21,85,1441.9146153846154,206193.79
21,87,7308.057692307692,1045052.25
21,90,10983.598741258742,1570654.62
21,91,6735.454125874126,963169.94
21,92,21915.114965034965,3133861.44
21,93,663.3841258741259,94863.93
